"pid","NAME","CLASS","POSITION","TPE","CREATED","LINK","USER","USERLINK","JOINED","LAST VISIT","ONLINE FOR","BANK BALANCE","SHL TEAM","IIHF NATION","REPUTATION","ACTIVE","HANDEDNESS","JERSEY NUMBER","HEIGHT","WEIGHT","BIRTHPLACE","TPE AVAILABLE","franchiseID","teamID","team","Inaugural.Season","leagueID","abbr","primary","secondary","alt1","alt2","screening","gettingOpen","passing","puckhandling","shootingAccuracy","shootingRange","offensiveRead","checking","hitting","positioning","stickchecking","shotBlocking","faceoffs","defensiveRead","acceleration","agility","balance","speed","stamina","strength","fighting","aggression","bravery","determination","teamPlayer","leadership","temperament","professionalism","blocker","glove","pokeCheck","rebound","recovery","lowShots","reflexes","skating","mentalToughness","goaltenderStamina","CLEAN_NAME","RENDER","75_Create","75_activity check","75_other","75_training","75_training camp","75_seasonal coaching","75_point task","75_correction","75_recruitment","75_Unretire","75_fantasy","74_Create","74_activity check","74_other","74_training","74_seasonal coaching","74_training camp","74_point task","73_Create","73_other","73_activity check","73_training","73_point task","73_seasonal coaching","73_training camp","74_correction","72_Create","72_activity check","72_other","72_seasonal coaching","72_training","72_training camp","74_recruitment","74_fantasy","72_initial","72_point task","72_fantasy","75_regression","73_regression","72_regression","73_correction","73_recruitment","72_correction"
246,"KyIe Murray","S67","Right Wing",1153,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/246","Jimmysmo27","https://simulationhockey.com/member.php?action=profile&uid=5115",2020-09-09,2024-04-13,467280,18360000,4,"Ireland",10,"Active","Left",23,"6ft 5in",204,"Anchorage, United States",6,8,8,"Manhattan Rage",2,0,"MAN","#97181b","#ffffff","#000000","",15,15,17,18,17,12,17,11,5,13,14,11,5,12,17,17,17,18,17,15,5,5,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KyIe Murray","Myself",NA,14,NA,5,6,23,44,NA,NA,NA,NA,NA,10,NA,5,14,6,56,NA,2,6,15,18,28,NA,NA,NA,2,NA,NA,5,6,NA,NA,1003,NA,NA,-115,NA,NA,NA,NA,NA
245,"Shea O'Connall","S67","Right Defense",512,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/245","Legend","https://simulationhockey.com/member.php?action=profile&uid=2422",2016-11-06,2024-02-25,712800,76578160,NA,"Ireland",16,"IA","Right",77,"6ft 5in",215,"Cobh, Ireland",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,15,15,12,12,15,13,5,13,13,12,5,15,13,14,13,13,14,15,5,5,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shea O'Connall","Cody McLeod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,NA,-51,NA,NA,NA,NA,NA
244,"Cob Corning","S67","Left Defense",293,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/244","stein","https://simulationhockey.com/member.php?action=profile&uid=6289",2022-06-08,2023-01-16,24058,3425000,NA,"Finland",0,"IA","Left",77,"6ft 7in",300,"The Cornfields, Finland",-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,13,14,10,10,10,14,13,13,13,13,5,14,13,13,14,13,14,14,5,8,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cob Corning","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,NA,NA,-30,NA,NA,NA,NA,NA
243,"Rod Cocker","S67","Left Defense",388,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/243","austin623","https://simulationhockey.com/member.php?action=profile&uid=1362",2014-09-05,2023-05-15,324360,30460000,NA,"Switzerland",1,"IA","Left",27,"6ft 1in",200,"Belp, Switzerland",-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,13,15,13,10,13,15,13,13,13,13,5,15,14,13,15,12,14,15,5,5,9,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rod Cocker","Jonas Siegenthaler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,-39,NA,NA,NA,NA,NA
242,"Isaac Forty-One","S67","Right Defense",1936,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/242","C9Van","https://simulationhockey.com/member.php?action=profile&uid=3892",2019-04-19,2024-04-14,1425600,26683000,15,"Switzerland",48,"Active","Left",41,"6ft 1in",200,"Schaffhausen, Switzerland",3,14,17,"Texas Renegades",10,0,"TEX","#000000","#616161","","",5,19,19,17,13,18,19,16,15,17,16,14,5,17,17,17,18,18,18,18,5,5,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isaac Forty-One","Keanu Reeves",NA,26,NA,65,12,56,147,NA,10,NA,NA,NA,18,NA,45,28,6,94,NA,7,16,40,80,NA,NA,NA,NA,2,NA,28,5,6,NA,NA,1425,1,NA,-181,NA,NA,NA,NA,NA
241,"Antonio Flusso","S67","Right Defense",1974,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/241","Massive Coiler","https://simulationhockey.com/member.php?action=profile&uid=1127",2014-06-24,2024-04-14,1353600,7930000,21,"Switzerland",8,"Active","Right",7,"6ft 3in",200,"Bern, Switzerland",46,22,34,"Philadelphia Forge",60,0,"PHI","#e88900","#a00400","#212020","",5,19,19,19,13,15,18,18,15,16,17,15,5,18,16,17,18,17,18,18,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antonio Flusso","Jon Merrill",NA,26,NA,65,12,56,149,NA,NA,NA,NA,NA,18,NA,45,28,6,99,NA,7,16,40,81,NA,NA,NA,NA,2,NA,28,5,6,NA,NA,1468,1,NA,-184,NA,NA,NA,NA,NA
240,"D Jobin","S67","Right Defense",510,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/240","Jobin","https://simulationhockey.com/member.php?action=profile&uid=4421",2020-01-13,2024-04-08,1360800,108057000,0,"Canada",37,"IA","Left",55,"6ft 6in",230,"Thunder Bay, Ontario, Canada",1,15,21,"Buffalo Stampede",25,0,"BUF","#164833","#F9BB14","","",5,15,15,15,5,11,14,15,15,10,15,8,5,15,15,10,15,13,15,15,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D Jobin","Garfield from the comics with Colton Parayko’s body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NA,NA,-51,NA,NA,NA,NA,NA
239,"Hodor","S67","Right Defense",1957,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/239","bbjygm","https://simulationhockey.com/member.php?action=profile&uid=3725",2019-02-15,2024-04-13,4010256,192640000,15,"Germany",88,"Active","Right",1,"7ft 2in",400,"Winterfell, Westeros",19,14,17,"Texas Renegades",10,0,"TEX","#000000","#616161","","",5,15,17,18,13,13,16,18,17,18,17,19,5,19,16,16,19,16,17,20,5,7,13,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hodor","Hodor",NA,26,NA,65,12,56,150,NA,NA,NA,8,NA,18,NA,45,28,6,98,NA,7,16,40,82,NA,NA,NA,NA,2,NA,28,5,6,NA,NA,1440,1,NA,-182,NA,NA,NA,NA,NA
238,"The Terrence","S67","Right Wing",303,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/238","TwoSocks","https://simulationhockey.com/member.php?action=profile&uid=6384",2022-07-31,2023-07-26,34279,12450000,NA,"USA",0,"IA","Right",2,"6ft 3in",215,"DC, United States",-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,10,13,14,10,13,13,12,10,11,10,6,13,11,11,13,14,14,14,13,10,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Terrence","TJ Oshie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,NA,-31,NA,NA,NA,NA,NA
237,"Connor McKeil","S67","Center",471,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/237","Merica","https://simulationhockey.com/member.php?action=profile&uid=792",2013-03-30,2024-01-04,1810800,36019500,NA,"USA",73,"IA","Left",86,"6ft 1in",185,"Tampa Bay, United States",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,15,15,14,12,14,14,10,12,10,10,15,11,13,13,14,12,14,14,5,5,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connor McKeil","Nikita Kucherov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,NA,NA,-47,NA,NA,NA,NA,NA
236,"Toxic Neutrality","S67","Center",408,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/236","sarah","https://simulationhockey.com/member.php?action=profile&uid=6354",2022-07-12,NA,NA,5750000,NA,"Switzerland",8,"IA","Right",88,"6ft 0in",200,"Lausanne, Switzerland",-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,13,15,12,11,14,14,11,14,14,11,13,15,13,12,14,13,14,13,5,9,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toxic Neutrality","whoever is dating connor mcdavid at the current moment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,NA,NA,-41,NA,NA,NA,NA,NA
235,"Sven Panda","S67","Right Defense",1219,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/235","juniped","https://simulationhockey.com/member.php?action=profile&uid=4905",2020-06-01,2024-04-05,456540,27287000,2,"Sweden",10,"Active","Left",22,"7'6""",300,"Gothenburg, Sweden",12,2,2,"Hamilton Steelhawks",1,0,"HAM","#253b50","#ffffff","#d1d3d4","#3e7098",11,15,15,18,10,10,16,19,15,16,15,13,10,17,13,13,17,14,17,18,12,14,14,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sven Panda","Obi",NA,6,NA,15,6,NA,41,NA,NA,NA,NA,NA,6,NA,10,NA,6,32,NA,7,14,30,25,NA,NA,NA,NA,2,NA,28,5,6,NA,NA,1099,NA,NA,-119,NA,NA,NA,NA,NA
234,"Axel Kirby","S67","Right Wing",1959,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/234","Otrebor13","https://simulationhockey.com/member.php?action=profile&uid=92",2011-12-23,2024-04-13,3664656,176956000,13,"Canada",54,"Active","Left",22,"6ft 0in",180,"Montreal, Canada",34,11,11,"Los Angeles Panthers",5,0,"LAP","#006b7a","#eb7d0b","","",13,19,17,19,17,12,19,18,11,17,16,11,5,18,17,17,18,17,18,18,5,5,12,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Axel Kirby","Cole Caufield",NA,26,NA,65,12,56,136,NA,NA,NA,6,NA,18,NA,45,28,6,88,NA,5,16,40,82,NA,NA,NA,NA,2,NA,28,5,6,NA,2,1462,1,8,-184,NA,NA,NA,NA,NA
233,"Brennan Kennedy III","S67","Left Wing",384,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/233","bk1689","https://simulationhockey.com/member.php?action=profile&uid=2259",2016-07-21,2022-10-09,1926000,83723000,19,"France",52,"IA","Left",16,"6ft 3in",218,"Vienna, Austria",34,20,30,"Seattle Argonauts",56,0,"SEA","#192e58","#c5942c","#7d92ab","#d1d1d2",12,14,10,15,16,10,15,10,10,12,10,5,5,10,14,12,12,15,14,10,5,7,6,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brennan Kennedy III","Mats Sundin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,NA,NA,-39,NA,NA,NA,NA,NA
232,"Bobby McGinnis","S67","Left Wing",1268,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/232","erikvm","https://simulationhockey.com/member.php?action=profile&uid=6203",2022-05-01,2023-11-15,476700,49371000,2,"USA",4,"IA","Right",8,"6ft 3in",225,"Louisville, United States",7,2,2,"Hamilton Steelhawks",1,0,"HAM","#253b50","#ffffff","#d1d3d4","#3e7098",12,17,17,17,16,12,17,17,15,16,17,10,10,17,16,13,17,13,17,17,5,5,9,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bobby McGinnis","Jack Hughes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,NA,NA,-126,NA,NA,NA,NA,NA
231,"Jacques Hammer","S67","Left Wing",1434,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/231","TheHammer43","https://simulationhockey.com/member.php?action=profile&uid=6292",2022-06-12,2024-03-30,519660,34350896,10,"Canada",7,"IA","Right",43,"6ft 0in",220,"Montreal, Canada",10,12,29,"Minnesota Monarchs",56,0,"MIN","#11582c","#ead9a2","#453c7e","#eae1e1",5,18,17,18,17,12,17,17,15,16,17,5,5,17,17,16,15,17,17,16,5,6,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacques Hammer","Brendan Gallagher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,20,NA,6,28,NA,7,4,10,46,NA,NA,NA,NA,2,NA,28,5,6,NA,NA,1405,1,NA,-142,NA,NA,NA,NA,NA
230,"Diablo Rose","S67","Left Wing",348,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/230","NONAME","https://simulationhockey.com/member.php?action=profile&uid=2136",2016-03-19,2024-04-14,1170000,42836000,NA,"Canada",23,"Active","Right",2,"5ft 9in",155,"Toronto, Canada",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,14,14,15,8,14,13,10,13,13,9,5,14,13,10,13,13,14,13,5,5,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diablo Rose","Joffery Lupul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,-35,NA,NA,NA,NA,NA
229,"Alexi Piastri","S67","Right Wing",1728,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/229","vbottas17","https://simulationhockey.com/member.php?action=profile&uid=1278",2014-07-10,2024-04-14,2070000,10918800,13,"Japan",38,"Active","Right",17,"5ft 10in",184,"Melbourne , Australia",22,11,11,"Los Angeles Panthers",5,0,"LAP","#006b7a","#eb7d0b","","",14,18,17,19,19,12,18,16,15,15,15,12,12,16,18,17,17,17,17,17,7,11,14,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexi Piastri","Jordan Spence",NA,26,NA,65,12,56,126,NA,NA,NA,NA,NA,18,NA,37,10,6,68,NA,52,16,38,49,1,6,NA,NA,2,NA,NA,5,NA,NA,NA,1294,NA,2,-161,NA,NA,NA,NA,NA
228,"Meta Knight","S67","Center",1947,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/228","spooked","https://simulationhockey.com/member.php?action=profile&uid=2445",2016-12-02,2024-04-14,2714256,88209000,10,"Switzerland",21,"Active","Left",93,"6ft 3in",193,", Dream Land",16,12,29,"Minnesota Monarchs",56,0,"MIN","#11582c","#ead9a2","#453c7e","#eae1e1",13,19,18,18,16,12,18,18,15,16,16,12,15,17,18,17,18,18,18,18,5,5,13,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meta Knight","Meta Knight",NA,24,NA,60,12,56,144,NA,NA,NA,NA,NA,18,NA,45,28,6,85,NA,7,16,40,77,NA,NA,NA,NA,2,NA,28,5,6,NA,3,1466,1,NA,-182,NA,NA,NA,NA,NA
227,"Trap Zelenock","S67","Left Wing",484,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/227","trappypapi","https://simulationhockey.com/member.php?action=profile&uid=6303",2022-06-21,2023-05-02,89880,3400000,NA,"USA",0,"IA","Left",16,"6ft 0in",200,"Flint, United States",-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,15,14,13,12,14,14,13,14,14,12,13,15,13,12,13,15,15,13,11,11,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trap Zelenock","Jake Bischoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,-48,NA,NA,NA,NA,NA
226,"Bruno Tooyo","S67","Left Wing",1810,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/226","Bruins10","https://simulationhockey.com/member.php?action=profile&uid=3828",2019-03-19,2024-04-14,1807200,4185000,5,"Canada",48,"Active","Right",23,"6ft 0in",195,"Montreal, Canada",13,13,19,"New England Wolfpack",13,0,"NEW","#006a36","#ffffff","#717276","",5,18,18,18,18,11,18,17,14,17,17,5,14,18,16,16,18,17,18,18,5,5,9,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruno Tooyo","David Pastrnak",NA,26,NA,65,12,28,135,NA,NA,NA,NA,NA,16,NA,40,NA,6,58,NA,7,16,35,84,NA,NA,NA,NA,2,NA,28,5,6,NA,3,1406,1,NA,-169,NA,NA,NA,NA,NA
225,"Adam Prpich","S67","Center",2042,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/225","Rich","https://simulationhockey.com/member.php?action=profile&uid=1842",2015-06-16,2024-04-14,16458336,144520000,13,"Norway",24,"Active","Left",38,"6ft 1in",208,"Zagreb, Croatia",8,11,11,"Los Angeles Panthers",5,0,"LAP","#006b7a","#eb7d0b","","",15,19,17,19,17,12,19,18,13,17,17,10,15,18,17,18,18,17,17,18,5,5,13,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adam Prpich","Brandon Hagel",NA,26,NA,65,12,56,158,NA,NA,NA,NA,NA,18,NA,45,28,6,98,NA,7,16,40,86,NA,NA,NA,NA,2,NA,28,5,6,NA,NA,1529,1,NA,-190,NA,NA,NA,NA,NA
224,"Pawter Meowski","S67","Left Wing",1433,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/224","Andy","https://simulationhockey.com/member.php?action=profile&uid=1230",2014-06-30,2024-04-13,1051200,15141000,15,"Norway",23,"Active","Right",19,"6ft 3in",230,"Oslo , Norway",31,14,17,"Texas Renegades",10,0,"TEX","#000000","#616161","","",10,18,17,18,16,12,18,15,15,15,14,12,5,16,16,17,17,16,18,18,5,5,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pawter Meowski","A cat in a hockey Helmet",NA,20,NA,50,12,NA,57,NA,NA,NA,NA,NA,10,NA,25,NA,6,49,NA,6,10,25,42,NA,NA,NA,NA,2,NA,NA,5,6,NA,NA,1246,1,NA,-139,NA,NA,NA,NA,NA
222,"Jack St. Clair","S67","Center",2015,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/222","CrazyMojito","https://simulationhockey.com/member.php?action=profile&uid=4694",2020-03-10,2024-04-14,3491856,294650000,3,"Canada",68,"Active","Right",89,"6ft 1in",199,"Halifax, Canada",27,3,9,"Toronto North Stars",2,0,"TOR","#195aa5","#ffffff","","",15,19,17,18,17,12,19,18,14,17,17,11,15,17,17,18,18,18,17,18,5,5,11,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jack St. Clair","Jack Hughes",NA,26,NA,65,12,56,149,NA,NA,NA,2,NA,18,NA,45,28,6,99,NA,5,16,40,82,NA,NA,NA,NA,2,NA,28,5,6,NA,NA,1506,NA,8,-189,NA,NA,NA,NA,NA
221,"Dusty Rhodes","S67","Left Wing",1854,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/221","BarnabasCollins","https://simulationhockey.com/member.php?action=profile&uid=1513",2015-01-24,2024-04-14,2800656,4710880,14,"USA",79,"Active","Right",24,"6ft 3in",230,"Austin, United States",28,18,25,"New Orleans Specters",46,0,"NOL","#8623ea","#eeeeee","#000000","",19,19,16,17,18,12,18,17,18,16,15,12,11,17,16,16,16,16,16,18,12,13,16,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusty Rhodes","Bob Probert",NA,26,NA,65,12,42,132,NA,NA,NA,11,NA,18,NA,45,20,6,81,NA,5,16,40,81,19,NA,NA,NA,2,NA,9,5,6,NA,NA,1384,NA,3,-174,NA,NA,NA,NA,NA
220,"Angry Gilmore","S66","Left Defense",1068,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/220","Marcul_le_depanneur","https://simulationhockey.com/member.php?action=profile&uid=6223",2022-05-07,2023-12-03,455400,59750000,8,"USA",16,"IA","Left",18,"6ft 1in",210,"Boston, United States",1,1,1,"Calgary Dragons",1,0,"CGY","#a40000","#000000","#ffffff","#797979",5,16,16,16,13,15,16,16,13,16,16,15,5,17,15,14,17,15,17,17,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angry Gilmore","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333,NA,NA,-267,NA,NA,NA,NA,NA
219,"Philippe-Eko Eel","S66","Right Defense",1916,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/219","hotdog","https://simulationhockey.com/member.php?action=profile&uid=3730",2019-02-15,2024-04-12,8920368,89783500,18,"Norway",281,"Active","Right",1,"6ft 11in",250,"Ås, Norway",16,19,28,"Atlanta Inferno",56,0,"ATL","#BE1E2D","#ffdd00","#F26522","",5,16,18,18,13,16,18,18,17,17,17,17,5,19,16,16,18,17,18,18,5,5,12,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippe-Eko Eel","eel",NA,26,NA,65,12,56,150,NA,NA,NA,12,NA,18,NA,45,28,6,93,NA,5,16,40,84,NA,NA,NA,NA,2,NA,28,5,6,NA,4,1643,NA,NA,-428,NA,NA,NA,NA,NA
217,"Julian Flörsch","S66","Left Wing",1863,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/217","Mutedfaith","https://simulationhockey.com/member.php?action=profile&uid=4270",2019-10-23,2024-04-14,3319056,12947000,10,"Switzerland",52,"Active","Left",42,"6ft 0in",200,"Geneva, Switzerland",4,12,29,"Minnesota Monarchs",56,0,"MIN","#11582c","#ead9a2","#453c7e","#eae1e1",10,18,18,18,14,12,18,18,17,18,17,12,10,18,17,17,18,17,17,18,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Julian Florsch","Jake Brenk",NA,26,NA,65,12,56,135,NA,NA,NA,NA,NA,18,NA,45,28,6,93,NA,7,16,40,82,NA,NA,NA,NA,2,NA,28,5,6,NA,6,1602,1,2,-418,NA,NA,NA,NA,NA
215,"Emil Egli","S66","Left Defense",1835,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/215","TheGreatToeJam","https://simulationhockey.com/member.php?action=profile&uid=6191",2022-04-26,NA,NA,76976220,10,"Switzerland",6,"Active","Right",53,"6ft 4in",196,"Lumnezia, Switzerland",21,12,29,"Minnesota Monarchs",56,0,"MIN","#11582c","#ead9a2","#453c7e","#eae1e1",6,15,19,16,13,16,18,17,15,17,18,18,5,18,16,17,18,18,18,17,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emil Egli","Mortiz Seider",NA,26,NA,63,12,56,106,NA,NA,NA,2,NA,18,NA,45,28,6,87,NA,5,16,40,72,NA,NA,NA,NA,2,NA,28,5,6,NA,6,1621,NA,NA,-415,NA,NA,NA,NA,NA
213,"Tommi Koivu","S66","Left Defense",1767,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/213","Rotti","https://simulationhockey.com/member.php?action=profile&uid=4660",2020-03-06,2024-04-13,2372400,2905000,2,"Canada",50,"Active","Left",33,"6ft 4in",220,"County Donegal, Ireland City, Spain (no country)",9,2,2,"Hamilton Steelhawks",1,0,"HAM","#253b50","#ffffff","#d1d3d4","#3e7098",5,19,18,19,13,16,18,18,15,15,16,15,5,18,16,16,17,16,17,19,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tommi Koivu","Zach Senyshyn",NA,26,NA,35,12,56,118,NA,NA,NA,NA,NA,18,NA,45,28,6,79,NA,5,16,40,72,28,NA,NA,NA,2,NA,NA,5,6,NA,NA,1569,NA,6,-405,NA,NA,NA,NA,NA
212,"Dominik Froste","S66","Left Wing",834,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/212","Froste39","https://simulationhockey.com/member.php?action=profile&uid=6218",2022-05-06,2023-07-24,274260,24222000,8,"Germany",6,"IA","Right",39,"6ft 3in",209,"Wolfsburg, Germany",0,1,1,"Calgary Dragons",1,0,"CGY","#a40000","#000000","#ffffff","#797979",9,20,12,18,18,11,19,11,7,10,10,5,5,10,11,11,13,11,15,13,5,5,10,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominik Froste","Jasper Weatherby (SJ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,NA,NA,-208,NA,NA,NA,NA,NA
211,"Boom Stick","S66","Left Wing",335,"2023-09-10T19:42:33.000Z","https://portal.simulationhockey.com/player/211","plutoniumdom","https://simulationhockey.com/member.php?action=profile&uid=6275",2022-05-27,2022-10-15,57424,8844600,NA,"Finland",3,"IA","Left",77,"6ft 2in",245,"Tampere, Finland",-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,14,15,10,10,15,13,11,13,13,6,5,15,14,13,14,14,14,14,5,5,5,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boom Stick","Ash Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,NA,NA,-84,NA,NA,NA,NA,NA
